Contour,Mode 1 (normalized),Mode 2 (normalized),Mode 3 (normalized),Mode 4 (normalized),Mode 5 (normalized),Mode 6 (normalized),Mode 7 (normalized),Mode 8 (normalized),Mode 9 (normalized)
UID_47_31_2_all-10,0.455089,0.33024,-0.188619,0.261496,0.588578,-0.191023,0.342005,0.804988,0.370328
UID_47_31_3_all-30,0.343328,0.313101,-0.211274,0.0893916,0.643354,-0.496804,-0.487003,-0.586608,-0.75414
UID_47_32_10_all-17,0.505567,-0.160241,-0.109894,-0.453086,0.244893,0.292833,-0.0481697,-0.0278765,0.0471832
UID_47_32_11_all-26,0.475145,0.15135,-0.0702508,0.0017929,0.536857,0.740407,-0.665383,-0.167954,0.208864
UID_47_32_12_all-12,0.187975,0.329395,0.92178,0.552595,-2.12058,-2.6887,1.1447,0.0535038,-0.610435
UID_47_32_13_all-17,0.458695,-0.235325,-0.102813,-0.33651,-0.112584,0.166975,-0.0641066,0.276405,0.0826018
UID_47_32_1_all-27,0.633433,-0.0489173,0.155597,-0.626949,-0.550804,0.286959,-0.333662,-0.247224,0.0695533
UID_47_32_2_all-12,0.423394,0.904297,0.940617,1.51858,-0.14458,1.08872,-0.0750082,-1.49723,-0.409926
UID_47_32_3_all-22,-1.77852,-0.46447,2.82165,4.04846,-0.998412,2.61225,6.17825,1.4519,-3.17451
UID_47_32_4_all-16,-1.28787,0.62608,2.8563,1.68543,-1.88187,2.04183,2.90447,-0.484524,0.133478
UID_47_32_5_all-9,0.502039,0.749567,-0.786756,-0.086805,1.00416,-0.024073,-0.343352,-0.177172,-0.485244
UID_47_32_6_all-4,0.35009,1.51008,1.00401,-0.313521,-0.603732,0.964759,-0.128367,2.95836,4.00529
UID_47_32_7_all-12,0.292782,2.21086,0.685966,1.69098,-0.71027,-0.75247,-2.19017,0.781919,-0.382507
UID_47_32_8_all-16,0.634685,0.0346024,-0.0298655,-0.623398,-0.204133,0.144254,0.00463372,-0.150338,0.117247
UID_47_32_9_all-4,0.0652064,0.23525,1.05723,0.473632,-1.91778,-1.40057,0.549271,-0.842931,0.32055
UID_47_33_10_all-7,0.74731,1.10794,-0.756918,-0.0654411,1.34039,0.0984342,-0.252341,0.00164634,0.0276513
UID_47_33_1_all-23,0.0563228,1.84947,0.452846,-2.00983,-0.320574,1.13552,0.35826,1.06501,0.776667
UID_47_33_2_all-14,0.504835,0.829,-0.779804,-0.0305892,1.00018,-0.0538224,-0.271778,-0.101657,-0.420578
UID_47_33_3_all-17,0.497461,0.418038,0.0624859,-0.213399,-0.74359,-0.518255,0.129073,-0.223556,-0.743491
UID_47_33_4_all-16,0.665118,0.875523,-0.644424,0.2222,1.19359,-0.318567,1.16476,0.16944,-0.381177
UID_47_33_5_all-15,-0.0577772,1.47166,0.423012,3.3211,-0.557345,0.736362,1.04799,-4.63542,-3.94437
UID_47_33_6_all-10,0.307251,1.959,0.762664,1.48613,-0.92177,-1.09186,-2.16008,0.34518,-0.505682
UID_47_33_7_all-16,0.68877,0.219326,-0.13994,-0.590382,0.00389192,-0.0668151,-0.14676,-0.0298117,-0.457104
UID_47_33_8_all-18,0.475528,0.950765,-0.27444,0.998452,0.961356,0.898085,0.0934855,1.06166,0.878813
UID_47_33_9_all-10,0.75015,0.609131,-0.295333,-0.541589,0.150329,0.0435647,-0.366369,-0.280843,-0.332779
UID_47_34_10_all-33,0.587565,0.973531,0.330161,1.29254,0.605928,-1.32075,0.370818,-0.420699,0.179839
UID_47_34_1_all-16,0.346749,1.23368,-0.915641,1.69732,1.34726,0.169747,0.432034,2.10077,0.110278
UID_47_34_2_all-20,0.696065,0.265242,-0.195288,-0.886062,-0.743369,0.173324,-0.306501,0.613731,-0.442612
UID_47_34_3_all-21,-1.4706,-0.979174,5.10698,-1.42963,1.51106,-7.84777,-10.7328,-0.665074,-8.12043
UID_47_34_4_all-8,-1.48166,0.975718,3.46582,0.649381,-2.44359,2.54612,-1.32392,-2.22038,1.99894
UID_47_34_5_all-19,-1.86312,0.857667,3.903,-1.89488,-1.03849,0.541079,0.0848948,0.395564,1.52972
UID_47_34_6_all-19,0.0952952,2.1325,0.900024,2.71799,-1.58252,-1.30895,-0.959046,-0.908844,-0.184684
UID_47_34_7_all-17,0.467818,2.41394,-0.755793,3.57518,0.79399,-0.66001,-0.147274,0.237251,-1.53254
UID_47_34_8_all-11,0.289619,1.15615,-0.0118185,-0.147424,-1.5654,-0.579166,-0.468635,1.38437,0.192022
UID_47_34_9_all-25,-2.35295,0.132362,4.40733,0.851008,-1.12051,0.2072,0.451217,1.13941,-1.08096
UID_47_35_10_all-15,0.254877,1.11964,-0.0159759,0.62614,1.28266,-0.182738,-0.266189,-2.6511,-1.24605
UID_47_35_11_all-13,0.44818,0.276695,0.0657531,-0.477272,-0.732873,-2.32967,0.446329,1.91499,0.601232
UID_47_35_1_all-19,0.461899,1.14749,0.294457,-0.0396091,0.58319,-0.608584,0.93723,0.902997,2.26074
UID_47_35_2_all-16,0.423043,0.678505,-0.721695,0.883282,1.47976,-0.198832,0.0194099,0.208966,0.103928
UID_47_35_3_all-21,-1.7962,-1.6836,-5.15537,3.8487,-0.678224,2.32476,4.54089,-4.13851,-1.63745
UID_47_35_4_all-16,0.4093,-0.184434,-0.188392,-0.121389,0.728062,-0.0813129,0.139579,0.234383,0.0175599
UID_47_35_5_all-17,0.386759,0.743129,0.797531,0.771644,-1.08997,-0.0665568,-1.33629,-0.741541,-0.0961788
UID_47_35_6_all-12,0.401965,1.09887,-0.315444,0.815961,-0.197793,0.967059,0.0786614,-1.8552,-2.01717
UID_47_35_7_all-8,-0.0313627,2.39678,-0.0118403,0.419945,-2.10697,-0.774342,0.381878,4.02482,0.236855
UID_47_35_8_all-3,-1.88934,-5.53634,0.740069,1.56124,0.0544156,-0.744709,0.306207,-0.515143,0.360582
UID_47_35_9_all-20,-1.87144,0.244176,3.05064,0.845206,0.0526781,1.52853,5.70229,-0.0246962,-4.96586
UID_47_36_1_all-2,-0.224137,1.87699,-0.300809,2.05607,-0.872376,2.0368,-0.258453,3.5644,1.33167
UID_47_36_2_all-8,0.606427,0.361762,-0.0695089,-0.691369,-0.922659,0.200344,0.247303,0.64912,0.10955
UID_47_36_3_all-19,0.60932,0.557061,-0.154086,-1.02004,-0.985157,1.3926,-1.22714,0.94648,0.765695
UID_47_36_4_all-7,0.683936,0.784509,-0.349215,-0.974866,-0.460999,0.448207,-0.315793,1.53028,0.118635
UID_47_36_5_all-25,0.386028,0.388787,-0.304402,-0.511077,-0.28372,0.245411,-0.549119,-0.056801,-0.118342
UID_47_36_6_all-18,0.491561,1.13561,0.107993,0.00633537,0.633089,-0.567324,1.1643,0.820939,1.94487
UID_47_3_1_all-23,0.521916,0.418265,-0.345893,0.437441,0.344653,0.25714,0.0711696,1.23942,0.0773701
UID_47_3_2_all-11,0.359713,0.15023,-0.514684,0.162267,0.851776,-0.0133116,0.427631,0.117592,-0.294722
UID_47_3_3_all-17,0.357833,-0.532114,-0.0923068,-0.646196,-0.237395,0.507708,-0.335793,0.0173304,0.261247
UID_47_3_4_all-28,0.812533,0.671485,0.173682,-0.409428,-1.11461,-0.345866,-0.00190281,1.06392,0.0579202
UID_47_3_5_all-21,-1.62131,0.926396,3.38114,0.440287,-2.8243,-3.46495,3.22743,0.0377604,0.458819
UID_47_3_6_all-16,-1.78903,-4.84328,0.320005,1.88436,-0.412699,-0.921795,0.552709,-0.752301,-0.220783
UID_47_3_7_all-5,0.615306,0.721265,-0.449979,-0.144923,0.711951,0.00994697,-0.157598,-1.00629,-0.894434
UID_47_4_1_all-18,0.410192,-0.315735,-0.177303,-0.167229,-0.149464,0.283545,0.42803,0.71367,0.290345
UID_47_4_2_all-17,0.313449,-0.331771,-0.232655,-0.014106,0.322873,-0.223674,-0.0948468,0.0878415,-0.345016
UID_47_4_3_all-9,-0.363645,1.2769,1.61055,1.62542,-0.977986,-1.91399,3.35863,-1.63718,-1.14819
UID_47_4_4_all-18,0.526353,0.197629,-0.381806,-0.0228969,0.538497,-0.271894,0.100531,0.464908,-0.231729
UID_47_5_1_all-19,-2.40412,-0.0912578,-1.88396,-0.640908,0.940764,4.26088,-0.129544,-4.16286,-3.69026
UID_47_5_2_all-17,0.227416,3.17714,0.28689,5.21333,1.20116,-0.636825,0.891002,-0.275879,0.081775
UID_47_5_3_all-22,0.475891,0.133344,-0.132706,-0.263594,0.348411,0.105552,-0.00927114,0.599529,0.244463
UID_47_5_4_all-11,0.161717,2.14213,0.135012,3.95806,0.696584,1.429,-0.74424,1.44611,0.251497
UID_47_5_5_all,-1.88165,-5.46363,0.716974,1.63053,0.154519,-0.74429,0.315692,-0.501914,0.372418
UID_47_5_6_all,-1.7708,-5.11184,0.637337,1.60513,0.310242,-0.733055,0.216387,-0.581407,0.289204
UID_47_6_1_all-11,-0.353595,1.05456,4.19074,-2.18415,-2.19114,-2.75112,-3.824,0.509897,-3.06552
UID_47_6_2_all-12,0.32426,0.400208,-0.595585,0.365982,1.19379,-0.133561,0.879048,0.186487,0.318933
UID_47_6_3_all-13,0.119204,1.32391,2.2113,0.0607195,-3.4589,-1.39331,-0.393915,-1.8151,0.482784
UID_47_6_4_all-18,0.62534,1.75685,-1.19212,1.28678,2.41527,-0.0488814,0.543489,0.758604,-0.925159
UID_47_6_5_all-23,0.89689,0.94314,-0.36961,-0.394279,0.473006,0.327553,-0.243288,0.727724,0.0701301
UID_47_6_6_all-16,0.465075,0.263609,-0.29954,-0.657072,-0.2615,-0.0771327,0.227163,-0.0563921,-0.421048
UID_47_7_1_all-21,0.608372,0.419484,-0.397941,-0.298874,-0.132414,0.527677,0.0273168,0.848875,0.123282
UID_47_7_2_all-19,0.71599,0.675077,-0.18551,0.0708919,0.135718,-0.70347,0.405029,0.588297,-0.127078
UID_47_7_3_all-17,0.532003,0.0820185,0.0577211,-0.693765,-0.609131,-0.262038,-0.343692,-0.576347,-0.880656
UID_47_7_4_all-14,0.51584,0.261471,-0.255666,-0.1216,0.295456,-0.265017,0.795727,0.352404,0.260352
UID_47_8_1_all-12,0.425552,1.64285,-0.203906,1.13043,1.81755,0.323689,1.44477,0.546166,-1.91043
UID_47_8_2_all-22,0.494542,0.20625,-0.10637,-0.216474,-0.481768,-0.00939404,0.239522,0.543472,-0.0886591
UID_47_8_3_all-18,0.659211,0.179826,0.0744852,-0.640445,-0.478559,-0.394643,0.307483,-0.102322,-0.482048
UID_47_8_4_all-12,-2.61983,0.684024,-1.39024,-1.61143,-0.748538,-2.58314,-0.919788,4.3006,3.5667
UID_47_8_5_all-13,0.911564,0.626517,-0.0649808,-0.638397,-0.127767,0.195823,-0.474075,-0.102724,-0.138655
UID_47_8_6_all-22,0.424924,-0.167408,-0.139514,-0.382504,0.122337,-0.155168,0.0183066,-0.186611,-0.188613
UID_47_9_1_all-18,-2.34541,0.879469,-2.88956,0.226461,0.131657,-3.26006,-1.48442,-0.0699889,1.28799
UID_47_9_2_all-28,-2.78468,-0.880705,-4.71033,1.11955,-1.05302,3.92217,-1.23461,1.60405,3.89153
UID_47_9_3_all-22,0.496478,0.182112,-0.541329,-0.184828,0.541329,0.131812,-0.202678,0.546193,0.233155
UID_47_9_4_all-12,-2.36951,1.25659,-2.25306,-1.27538,-1.07072,1.20009,2.51986,-1.58506,-4.45497
UID_49_10_1_all-8,-0.397783,-1.05415,1.20426,-0.164564,-0.972385,-1.08788,0.788466,-1.09332,-0.135201
UID_49_10_2_all-27,0.545333,0.0634592,-0.280704,-0.468711,0.312928,0.493502,-0.0413224,0.555851,0.407186
UID_49_10_3_all-12,-2.71509,1.0772,-1.21169,-1.18816,-0.43741,-0.618008,1.35013,-1.12564,1.1133
UID_49_10_4_all-3,0.0624827,-0.581397,-0.0999007,0.474491,0.811772,0.185834,0.186746,0.630331,0.760019
UID_49_10_5_all-48,0.464136,2.09889,-0.543522,1.93206,0.262652,-0.277557,0.196588,0.191321,-1.83689
UID_49_10_6_all-15,0.34661,-0.488775,-0.0866333,-0.0560975,0.160218,0.118481,0.149463,0.0216183,0.56669
UID_49_10_7_all-13,-1.21199,0.29715,2.90208,1.74523,-3.00592,0.661624,1.1796,-1.21035,-0.0705445
UID_49_10_8_all-26,0.583313,1.57039,-0.684201,1.10687,-1.21558,0.426377,0.930157,2.11357,-0.866485
UID_49_11_1_all-17,0.458818,-0.177015,0.375066,-0.0725823,-0.790229,-0.40498,-0.336718,0.700222,0.117191
UID_49_11_2_all-9,0.554083,0.423914,-0.468406,0.217875,1.27503,-0.107961,-0.0665639,0.0426567,-0.0245103
UID_49_11_3_all-15,-1.55176,-2.07805,0.136524,0.941742,0.543435,-2.59081,0.301552,-1.24905,-1.04013
UID_49_11_4_all-24,-1.76181,-0.445733,-3.61544,0.0375246,-0.272222,-2.90318,-2.86591,4.38864,-7.07027
UID_49_12_1_all-14,-3.14225,1.33823,0.18251,-2.71093,-0.224917,1.40373,0.0574951,0.0934406,-0.252237
UID_49_12_2_all-27,0.851233,0.631735,-0.220562,-0.838048,-0.0125224,0.67035,-0.199219,0.150511,0.145802
UID_49_12_3_all,-2.91963,0.544241,1.07232,-1.89551,0.943154,-0.444437,-0.293137,0.116256,0.484832
UID_49_12_4_all-14,0.187768,-0.300296,-0.360699,0.426046,0.91012,-0.359955,0.130497,-0.0350975,-0.271258
UID_49_12_5_all-14,0.143878,-0.957445,-0.0257659,-0.0411378,0.287773,-0.204422,0.119853,0.144176,0.0490651
UID_49_13_1_all-15,0.60515,-0.188049,0.0147658,-0.546653,-0.109098,0.147746,0.0976141,-0.155745,0.0677882
UID_49_13_2_all-20,0.455333,0.20236,-0.280957,0.0862442,0.30051,-0.353822,-0.0945738,0.12841,-0.378772
UID_49_13_3_all-13,0.802041,1.0042,-0.548086,-0.632282,0.26729,1.37355,0.875972,-0.0821371,-0.438254
UID_49_13_4_all-12,0.446065,-0.369956,-0.0160398,-0.310304,0.0249664,0.00866427,0.0034731,-0.0251737,0.0727585
UID_49_14_1_all-14,0.340721,1.44728,0.302798,0.904128,-1.72989,-2.18808,2.38479,-0.395062,-2.28777
UID_49_14_2_all-26,0.612339,-0.220922,0.0449297,-0.671731,-0.260629,0.106033,-0.0725106,0.0721275,0.0615054
UID_49_14_3_all-22,0.291526,-0.356733,-0.229842,-0.292835,-0.0958865,0.11235,0.168969,0.559885,0.104175
UID_49_14_4_all-3,0.326449,-0.705446,0.0129322,-0.471722,-0.269209,0.415274,0.00641181,-0.0826078,0.05373
UID_49_15_1_all-23,0.414607,0.166108,-0.351074,0.20328,1.1905,-0.129434,-0.299253,-0.604528,-0.12563
UID_49_15_2_all-21,0.67044,1.29544,-0.465378,0.552075,1.40679,0.575651,0.429938,2.51254,1.296
UID_49_15_3_all-18,0.327813,-0.0767691,-0.157754,-0.0490795,0.168011,0.589411,-0.249523,0.105015,-0.05482
UID_49_15_4_all-9,0.490504,-0.178354,0.155191,-0.693363,-0.629366,-0.369164,-0.00503332,0.251677,-0.552651
UID_49_15_5_all-10,0.387495,-0.277707,-0.0525418,-0.793266,-1.05688,-0.174334,-0.201633,-0.0707476,-0.817297
UID_49_15_6_all-24,0.581285,-0.0157608,-0.108934,-0.412354,0.121289,0.0321903,0.221082,0.0610614,0.119239
UID_49_16_1_all-16,0.703893,0.391564,0.160828,-1.39581,-0.221353,1.25968,-0.69138,0.139317,0.165092
UID_49_16_2_all-20,0.4317,-6.82421e-05,0.676847,-0.237098,-0.0467805,1.15851,-1.05763,-2.34167,-0.648578
UID_49_16_3_all-12,0.464,-0.500399,0.0585014,-0.604923,-0.447563,0.144826,-0.0808875,0.0313919,0.0067396
UID_49_16_4_all-9,0.431172,-0.133747,0.0114742,-0.44587,-0.36938,-0.531833,0.00685574,-0.447107,-0.761247
UID_49_16_5_all-23,0.869774,0.40669,-0.0506393,-1.04943,-0.498324,0.457107,-0.428521,0.0105129,-0.0606777
UID_49_17_1_all-24,-2.76216,1.41821,-2.75298,-0.918476,-2.97523,-2.05976,1.70416,0.286733,3.0087
UID_49_17_2_all-20,0.241293,-0.261089,-0.220917,0.48717,0.752344,-0.0469997,0.384011,0.331958,0.114156
UID_49_17_3_all-15,0.724447,0.322911,0.0777499,-1.44929,-0.308804,0.915562,-0.306315,0.0364704,0.190518
UID_49_18_1_all-9,0.23413,0.709135,1.23813,1.52476,-0.657044,-0.0832948,-0.971387,-0.908593,0.85173
UID_49_18_2_all-22,0.442384,-0.0584998,0.176176,-0.0672412,-0.0931336,0.0691819,-0.0990914,0.249481,0.597781
UID_49_18_3_all-5,-2.77661,2.41243,-0.15154,-1.77334,2.17953,0.378198,0.521437,-1.38456,1.2145
UID_49_18_4_all-15,0.250453,-0.436058,-0.166646,0.295212,0.526396,0.0400889,-0.0866523,0.181857,0.0891486
UID_49_19_1_all-22,0.427687,0.853811,0.0134484,0.71143,-0.225592,-0.42946,-0.32303,0.513035,-0.259773
UID_49_19_2_all-2,-1.98445,-5.73474,0.770894,1.68455,0.13979,-0.792648,0.340736,-0.576432,0.368452
UID_49_19_3_all-39,0.896374,0.6496,-0.103596,-0.617665,0.320439,0.197246,-0.16357,-0.230035,0.0501882
UID_49_19_4_all-8,-2.61458,2.57582,1.17785,1.40671,0.951441,1.74302,4.49411,0.84867,-2.67961
UID_49_19_5_all-14,0.285745,-0.450296,-0.138663,-0.0893562,0.335809,0.0404643,-0.278187,-0.175052,-0.122837
UID_49_19_6_all-17,0.296599,1.75559,0.0640186,2.39363,-0.49458,-0.203632,-1.07392,1.74716,0.862078
UID_49_19_7_all-22,0.477321,-0.31213,-0.0847883,-0.47319,-0.102341,-0.135235,-0.221025,0.24249,-0.258498
UID_49_1_1_all-4,0.241476,-0.967338,0.239859,-0.0688464,-0.113515,-0.146797,0.0520533,-0.0345497,0.287426
UID_49_1_2_all-21,0.562022,-0.25435,-0.000486255,-0.485804,-0.0125037,0.0929948,0.239975,-0.148204,-0.155689
UID_49_1_3_all-13,0.19516,-0.497304,0.0201729,-0.0508434,-0.33421,-0.619304,0.183146,0.360491,-0.300579
UID_49_1_4_all-21,-0.934524,-2.7989,-0.000504817,1.20402,0.220841,-0.280903,0.940199,-0.40467,0.129382
UID_49_1_5_all-26,0.784107,0.706471,-0.191812,-0.0309882,0.53706,0.332488,-0.104598,0.766722,0.29577
UID_49_1_6_all-20,0.519792,-0.315988,0.0664778,-0.582079,-0.122032,0.242305,-0.27103,-0.38037,-0.098267
UID_49_1_7_all-15,0.166353,1.44192,-0.47551,3.19817,-0.68837,0.0209862,0.44928,-0.909351,-1.71959
UID_49_20_1_all-6,0.175237,-0.951878,0.0428314,-0.237778,-0.287569,0.0374658,-0.0544492,0.34906,0.0734639
UID_49_20_2_all-9,0.37355,-0.366073,0.0535478,0.103572,0.255245,-0.0940592,0.202284,-0.0672798,0.270382
UID_49_20_3_all-22,0.346969,1.91254,-0.383942,2.18476,-1.08716,0.467114,0.741728,0.939297,-1.68842
UID_49_20_4_all-13,-2.89773,-0.403256,-2.48839,-0.311575,-0.474278,1.56216,-3.82946,-0.692027,-1.53969
UID_49_20_5_all-20,-2.56523,-0.478676,-2.19065,0.109146,-3.25786,0.761059,-0.915253,5.94565,-1.45992
UID_49_20_6_all-23,0.338786,-0.402863,0.0862231,-0.159972,-0.327699,0.521661,-0.456024,0.675413,0.345061
UID_49_20_7_all-28,0.456089,0.251296,-0.228936,0.255146,0.475406,0.17523,0.0448458,0.50747,0.535321
UID_49_20_8_all-17,0.332903,2.25288,0.258923,1.88052,1.05698,-1.24438,-0.496929,-0.291641,1.49474
UID_49_20_9_all-18,0.543621,-0.256048,-0.0471607,-0.743424,-0.458503,0.0404309,-0.0200587,-0.0627029,-0.224008
UID_49_21_1_all-18,0.499618,1.7304,-0.77176,0.889623,-0.984527,0.00541827,0.309801,1.06078,-0.296438
UID_49_21_2_all-18,0.607012,0.204513,-0.0402275,-0.240569,0.115754,0.476758,0.275986,0.0229733,0.206518
UID_49_21_3_all-18,0.714168,0.354462,0.0164192,-0.760894,-0.480627,-0.0552137,-0.054508,0.710757,0.100089
UID_49_21_4_all-26,0.785532,0.711543,-0.105221,-0.965064,-0.425927,0.0951772,-0.516972,0.94617,-0.328135
UID_49_21_5_all-6,0.460197,-0.496664,0.0683383,-0.599169,-0.314699,0.201711,-0.14299,-0.0160912,0.111911
UID_49_21_6_all-32,0.510346,0.511449,-0.145154,0.320132,0.0793253,0.0660982,-0.303281,1.11317,0.312631
UID_49_22_1_all-17,0.616771,0.530268,0.126884,-0.689909,-0.0516334,0.192397,-0.348339,-2.25618,-1.03509
UID_49_22_2_all-21,0.363241,1.67759,-0.537575,1.12308,-1.09288,-0.00933003,-0.0890627,0.910072,0.00996339
UID_49_22_3_all-27,0.553577,0.0547022,-0.109902,-0.441235,-0.0737762,0.156181,0.0953058,-0.0373673,-0.0870074
UID_49_22_4_all-23,-2.59606,0.457178,-1.31082,-1.58236,-2.52733,-0.825537,-0.286088,0.252926,-0.695058
UID_49_22_5_all-16,0.413036,0.053622,-0.446408,0.233176,0.505294,-0.282998,0.2059,0.291613,-0.272158
UID_49_23_1_all-7,0.591922,-0.195929,0.0680553,-0.510612,-0.305094,0.0816066,-0.107228,0.153464,0.0739749
UID_49_23_2_all-6,0.40184,-0.32284,-0.129701,-0.304343,0.09572,-0.255616,0.335011,-0.177505,-0.176315
UID_49_23_3_all-9,0.578149,0.0993816,-0.198161,-0.581023,0.085288,0.0338436,-0.0124914,-0.337705,-0.229492
UID_49_23_4_all-13,0.118273,2.51949,-0.582588,3.75844,0.331771,2.25721,-1.22004,0.769661,-2.23481
UID_49_23_5_all-14,0.50987,-0.0653194,-0.14486,-0.717747,-0.397363,0.426077,-0.349059,0.0398974,-0.0235299
UID_49_23_6_all-26,0.480771,0.202325,-0.297259,0.584332,0.494581,-0.628473,0.429864,0.952007,-0.284167
UID_49_23_7_all-19,-2.43397,0.578908,-2.70587,-0.68817,-4.25319,1.77265,-0.140689,0.456879,-1.80956
UID_49_24_1_all-26,0.535475,0.171747,-0.310097,-0.66107,-0.206307,0.130865,-0.30634,-0.17347,-0.672169
UID_49_24_2_all-14,0.578424,-0.0599669,-0.109286,-0.430909,0.159332,0.258624,-0.366798,-0.299039,-0.365071
UID_49_24_3_all-13,0.449117,0.922608,-0.1043,0.0346957,-0.871624,0.360386,-0.992657,-1.14774,-0.695827
UID_49_24_4_all-18,0.568591,0.805527,0.187325,0.572143,0.0528064,-0.787118,0.176101,-0.322616,-0.1352
UID_49_24_5_all-13,0.533915,-0.302369,0.0620502,-0.467937,-0.265214,0.0975366,-0.101549,0.0865026,0.0163812
UID_49_24_6_all-29,0.373222,-0.372274,-0.188205,-0.260611,0.134673,-0.265027,0.279462,-0.200495,-0.223078
UID_49_25_1_all-12,-2.75131,1.41547,-0.72579,-1.16002,0.799694,-1.34658,-0.917423,-0.891488,1.07402
UID_49_25_2_all-9,0.432635,1.2,-0.417225,1.50663,1.54736,0.0230365,0.491591,0.905612,0.187307
UID_49_25_3_all-24,0.556258,0.132428,-0.27912,-0.430341,0.355366,-0.0264124,0.256158,0.158793,-0.185938
UID_49_25_4_all-8,0.605675,0.0301878,-0.0299892,-0.354395,-0.135868,-0.155788,-0.423332,-0.0850382,-0.263479
UID_49_26_1_all-12,0.522902,-0.0778751,-0.159954,-0.257027,0.288267,-0.059402,0.164007,-0.0585585,-0.0174212
UID_49_26_2_all-7,-2.80147,1.25967,-0.814273,-1.59737,0.0258363,-0.151709,-0.342762,-0.182735,1.94976
UID_49_26_3_all-23,0.54907,-0.0821618,-0.0389892,-0.273875,0.0195087,0.0554965,-0.0102106,0.452175,0.137323
UID_49_26_4_all-19,0.431564,0.73728,-0.00214276,0.445005,0.0935246,0.905423,-1.37234,1.069,1.04397
UID_49_26_5_all-15,-2.71391,1.60038,-0.939679,-2.05549,0.992543,-0.623016,-1.66649,0.305032,-0.775595
UID_49_27_1_all-6,0.826092,0.427747,-0.105639,-0.779679,-0.157819,-0.0799142,0.162651,-0.112024,-0.263097
UID_49_27_2_all-25,0.481034,0.383389,-0.417589,0.313462,0.315731,-0.314949,0.253476,0.971706,-0.0848152
UID_49_27_3_all-10,0.427088,0.0754703,0.037197,-0.543285,-0.957103,-0.762033,0.492796,-0.0911385,-0.835086
UID_49_28_1_all-26,0.714954,0.794765,-0.512462,-0.348423,0.0486204,-0.242263,0.447496,1.57222,0.0321837
UID_49_28_2_all-4,-0.0781474,-1.06913,-0.112473,0.248938,0.122729,-0.308018,0.112114,-0.264558,-0.330013
UID_49_28_3_all-22,0.581855,1.0792,0.268298,-1.08354,-1.31073,-0.106498,-0.621667,-2.53072,-1.7572
UID_49_28_4_all-12,0.682069,1.57991,-0.110549,1.14747,-0.803334,-0.567583,1.17298,-0.927419,-1.08842
UID_49_28_5_all-12,0.276254,-0.35013,-0.109511,0.188117,0.353842,-0.169507,0.0417808,0.354833,0.0437851
UID_49_29_1_all-5,-2.68845,1.29488,-0.954165,-1.25242,0.619923,-0.154592,0.98682,-1.03169,1.13155
UID_49_29_2_all-24,0.644459,0.181898,0.030613,-0.256886,-0.211702,-0.17219,-0.1562,0.344047,-0.0391291
UID_49_29_3_all-19,0.460121,0.65218,-0.845482,0.620987,1.15148,-0.312594,0.776328,0.454117,-0.191394
UID_49_29_4_all-17,0.854718,0.480016,-0.0893647,-0.950621,-0.662418,0.293955,-0.594737,0.498251,-0.148607
UID_49_2_1_all-6,0.273935,-0.924721,0.257813,-0.183358,-0.223585,-0.0780647,0.0303528,-0.0137816,0.199779
UID_49_2_2_all-14,0.590671,-0.160604,-0.0343367,-0.524639,0.00803114,0.140082,0.210239,-0.146497,-0.10429
UID_49_2_3_all-11,0.555889,0.347775,-0.178568,-0.417549,-0.3639,0.152254,-0.507574,0.10222,-0.325598
UID_49_2_4_all-23,0.445078,0.31053,-0.141992,0.576726,0.570544,-0.094264,-0.154632,0.721305,-0.0869639
UID_49_2_5_all-16,0.42034,-0.401527,0.055326,-0.23717,-0.136166,-0.0478517,0.077404,0.103506,0.149581
UID_49_2_6_all-17,0.522834,-0.0467542,0.204838,-0.267609,-0.802613,0.0313227,-0.693047,0.836704,-0.224557
UID_49_2_7_all-4,0.130197,-0.393365,-0.46705,-0.0241388,0.273286,0.19948,0.394402,0.640575,0.18699
UID_49_2_8_all-15,0.574402,0.209556,-0.261899,-0.145674,-0.0142251,-0.532682,0.342653,-0.0287817,-0.718415
UID_49_30_1_all-22,0.568616,1.37276,-0.297835,0.316959,0.625736,1.44641,-0.995777,-0.361999,-0.231583
UID_49_30_2_all-18,0.202641,1.88269,-0.114754,3.14923,-0.244914,0.836607,0.872825,1.85772,-0.855612
UID_49_31_1_all-15,0.541883,-0.0260861,0.0295471,-0.48143,0.188975,1.02045,-0.00942488,-0.0981226,0.744606
UID_49_31_2_all-18,0.295927,0.120752,-0.211767,0.839076,1.42039,-0.00564554,0.175672,0.5195,0.540142
UID_49_31_3_all-18,0.476329,-0.314257,-0.0988331,-0.561087,-0.0610201,0.0563624,0.0307552,-0.237165,-0.180122
UID_49_31_4_all-11,0.148212,-0.619266,-0.115013,0.336525,0.868097,0.0315903,-0.112328,-0.0804632,0.0232996
UID_49_31_5_all-5,0.568262,0.47976,-0.27229,-0.784218,-0.25959,0.712654,-0.874065,-0.453281,-0.444867
UID_49_32_1_all,-3.14291,1.96497,1.05241,-2.84189,0.183755,1.16662,-0.349985,-0.294753,0.03794
UID_49_32_2_all-7,-2.79278,2.78263,-0.424368,-1.19248,2.03821,-0.174059,-1.26487,-2.50232,0.954038
UID_49_33_1_all-16,0.419035,-0.606005,0.038456,-0.412737,-0.0552749,0.147441,0.125553,-0.0894286,0.0944464
UID_49_33_2_all-22,0.296096,-0.203791,-0.342492,0.107027,0.661302,-0.0879438,0.372333,-0.190412,-0.162336
