Contour,Mode 1 (normalized),Mode 2 (normalized),Mode 3 (normalized),Mode 4 (normalized),Mode 5 (normalized),Mode 6 (normalized),Mode 7 (normalized),Mode 8 (normalized),Mode 9 (normalized)
UID_21_34_1_all-5,-3.00739,1.68221,0.907961,-1.47639,-0.247987,0.618078,1.00557,-1.22307,0.948249
UID_21_34_2_all-6,-3.08724,1.61443,0.977088,-3.01905,0.642603,0.107405,0.0670661,-0.514396,0.522198
UID_21_35_1_all-5,0.634129,0.0894345,0.0943396,-0.532562,-0.174858,-0.264123,0.271568,-0.374814,-0.0138328
UID_21_35_2_all-2,0.282651,-0.853825,0.0857587,-0.349625,0.0257153,0.00232242,0.0711938,-0.0115961,0.224188
UID_21_37_1_all-12,0.321207,-0.545278,-0.0171861,-0.271226,-0.000572929,0.236793,-0.119726,0.0152391,0.133011
UID_21_37_2_all-12,0.428024,-0.546874,0.0680885,-0.450047,-0.124671,0.065117,-0.000946405,-0.0814813,0.0551671
UID_21_37_3_all-13,0.465076,-0.150795,-0.466234,0.177109,0.0769765,-0.202386,0.520419,0.081212,0.233105
UID_21_37_4_all-16,0.62232,0.0662976,-0.133771,-0.304369,0.0952921,0.0970997,0.221912,0.203855,0.13751
UID_21_37_5_all-21,-2.38067,0.686211,-2.83833,0.250631,0.896432,-0.970195,2.46576,-2.46033,2.33504
UID_21_37_6_all-8,0.337683,-0.669412,0.0489664,-0.380345,-0.0234338,0.0259948,-0.0437591,-0.220186,-0.0327827
UID_21_38_1_all-13,0.410656,-0.590078,0.0947089,-0.457219,-0.159952,0.233335,-0.214736,-0.17898,0.184557
UID_21_38_2_all-19,0.434991,-0.378762,-0.0609821,-0.371658,0.119739,0.0813362,0.0811403,-0.34262,0.0142257
UID_21_38_3_all-8,0.231653,-0.767245,-0.0858225,-0.255702,0.0421945,-0.224392,0.259137,-0.400119,-0.309374
UID_21_38_4_all-12,0.45412,-0.06474,-0.0416456,-0.18237,0.0762961,-0.304758,0.32381,-0.226658,-0.00992669
UID_21_38_5_all-13,0.311641,-0.691756,8.23139e-05,-0.290598,-0.00526456,0.226366,0.141404,-0.0236178,0.167558
UID_21_3_1_all-2,0.459934,-0.284549,-0.0296298,-0.232742,0.238834,0.0153475,0.0832355,-0.109429,0.132047
UID_21_3_2_all-2,0.650339,-0.0341618,0.0532378,-0.587028,-0.0637608,0.164696,0.0554713,-0.323788,-0.0119111
UID_21_4_1_all-5,0.424364,-0.542644,-0.00272586,-0.390049,-0.139095,0.0506693,0.0428373,0.0690386,0.0128677
UID_21_4_2_all-2,0.557666,-0.137143,0.00864872,-0.356139,-0.0679201,0.287505,-0.143363,0.0930344,0.361444
UID_21_4_3_all-6,0.619011,0.0840515,-0.146237,-0.623829,-0.327489,-0.187032,0.21203,0.00221112,-0.448787
UID_21_5_1_all,-2.97842,1.88765,0.556977,-2.44094,0.486326,-0.0263569,1.6436,0.865677,0.937415
UID_21_5_2_all-2,0.556847,-0.241861,0.00615329,-0.490845,0.0305693,0.0876683,0.0428587,-0.236769,0.121025
UID_21_6_1_all-6,0.646119,0.078946,-0.0040181,-0.301703,0.0871777,0.212684,-0.0701225,0.0824596,0.32917
UID_21_6_2_all-2,0.410985,-0.348667,-0.0380217,-0.229443,0.0434448,0.0202353,0.0753554,0.0562157,0.113306
UID_21_8_1_all-5,-0.446649,3.32716,-0.285301,4.70336,0.507802,-2.70968,-1.08026,-1.8957,-1.20387
UID_21_8_2_all-4,0.290156,-0.682418,-0.0972032,-0.151111,0.0605101,-0.15868,-0.0582254,-0.00876478,-0.06681
UID_21_8_3_all-12,0.661721,1.01681,0.512815,0.0646962,-0.808383,0.875029,-1.29844,-0.410866,-0.443627
UID_21_9_1_all-28,0.637316,1.00147,0.285556,-0.0270436,-1.08395,-1.15887,-0.41308,-0.873339,-1.36072
UID_21_9_2_all-13,-1.11276,-0.246815,1.33958,1.50665,-2.39402,-1.70197,2.0127,-1.65431,0.00407573
UID_21_9_3_all-20,-2.35868,0.0682409,3.36991,-1.21772,4.45366,3.87207,2.70837,1.57675,0.446346
UID_21_9_4_all-14,0.417722,-0.444964,-0.00495302,-0.593246,-0.276567,0.309561,-0.25092,-0.377554,-0.103605
UID_21_9_5_all-21,0.267049,-0.336874,-0.288913,-0.124624,0.271975,-0.0354201,0.157863,-0.0599493,-0.12941
UID_24_10_1_all-2,-0.316283,-1.82523,0.127979,0.365387,0.227065,-0.0868173,-0.0148695,-0.0435547,0.143137
UID_24_10_2_all-12,-0.147288,-0.811616,0.0653355,0.943463,0.791246,-0.16109,-0.0904899,-0.614417,-0.2252
UID_24_10_3_all-16,0.215317,-1.10614,0.0898236,-0.349131,-0.246014,-0.0124468,-0.0324967,-0.342438,-0.139649
UID_24_10_4_all-17,-0.133136,-1.49396,0.179175,0.180379,0.176237,-0.225762,-0.0475307,-0.675358,-0.121571
UID_24_10_5_all-15,-0.0615415,-0.939586,-0.0825123,0.108367,0.433976,0.159293,0.0778617,-0.5637,-0.0823396
UID_24_11_1_all-3,-0.137417,-1.13323,0.29467,0.530714,0.276459,0.0941656,-0.306584,-0.1185,0.644712
UID_24_11_2_all-2,-0.33456,-1.38628,-0.256585,0.89576,1.23136,-0.387926,-0.183092,0.035982,0.308131
UID_24_11_3_all-7,-0.0537353,-1.07372,0.00420336,0.696332,0.886018,-0.189734,0.367873,0.171609,0.308408
UID_24_11_4_all-3,-0.0782423,-1.02723,-0.102242,0.109691,0.28479,0.379604,-0.152764,0.0672957,0.43081
UID_24_11_5_all-2,-0.0642223,-1.43486,0.158761,0.153188,0.0628286,-0.162664,-0.156204,-0.126035,0.019133
UID_24_11_6_all-24,0.148996,-0.477712,-0.261446,0.585391,1.02861,-0.175109,0.37393,0.211348,0.338116
UID_24_12_1_all-2,-2.94919,-0.0508303,0.491399,-1.06744,-0.0854366,1.65289,-0.121933,-1.19005,-0.347515
UID_24_12_2_all-11,0.0843573,-0.485357,-0.375116,0.96804,1.06677,-0.0273126,0.595522,0.4526,0.456775
UID_24_13_1_all-6,-0.106544,-1.01001,-0.125893,0.46477,0.460624,0.0719538,-0.0773465,0.248994,0.496585
UID_24_13_2_all-3,0.0346289,-0.689626,0.0346607,0.452844,0.335083,0.250145,-0.465844,0.486407,0.644665
UID_24_13_3_all-18,0.393341,-0.126582,-0.0831655,0.0261715,-0.0374118,0.10336,-0.339197,0.13546,-0.0493506
UID_24_13_4_all-5,0.0486072,-1.04999,-0.0967863,0.089928,0.254087,0.159011,0.108836,-0.21403,-0.045628
UID_24_14_1_all-2,-2.76325,0.0703543,1.15144,-1.34069,1.19004,-0.467843,0.169554,0.763259,0.478605
UID_24_14_2_all-3,0.0695671,-0.986392,-0.101487,0.120121,0.311589,0.0298633,0.238887,-0.150926,-0.0567118
UID_24_14_3_all-30,-2.76215,2.24214,-0.89443,-1.74068,-0.0267589,-0.0726916,-1.62603,-2.05878,0.972634
UID_24_15_1_all-3,-0.184552,-1.50123,0.117235,0.305306,0.329811,-0.440191,0.0605565,-0.60692,-0.21824
UID_24_15_2_all-4,-2.77368,0.288095,1.06859,-1.85873,1.82782,0.156658,-0.502776,0.183534,-0.546663
UID_24_15_3_all-2,-0.18372,-1.65129,0.2541,-0.37564,-0.570201,0.465632,-0.438419,-0.606302,-0.0993666
UID_24_15_4_all-5,-0.109108,-1.23327,-0.0932527,-0.183769,-0.198186,0.267119,-0.0785775,0.0487059,0.100026
UID_24_15_5_all-15,-0.139589,-0.872503,0.369405,0.92334,0.513355,-0.235042,-0.351395,-0.156401,0.866088
UID_24_16_1_all-31,0.947543,0.768417,0.162461,-0.784642,-0.0788649,-0.158383,-0.220439,-0.934648,-0.502189
UID_24_16_2_all-15,0.34665,-0.471116,0.0446297,-0.470695,-0.1349,-0.155197,-0.315904,-0.295618,-0.538014
UID_24_16_3_all-6,0.0831571,-1.09804,0.120559,0.118837,0.0902432,0.107543,0.0235376,0.259805,0.460029
UID_24_16_4_all-3,0.0308626,-1.0304,0.0976979,-0.17033,-0.157583,0.113252,-0.24012,-0.448014,-0.0527952
UID_24_16_5_all-8,-0.124015,-0.738553,0.618746,1.10218,-0.0935265,-0.157103,-0.738062,-0.596878,0.429678
UID_24_17_1_all-4,0.194637,-0.0733527,-1.50968,1.807,-1.35983,-1.00805,3.78608,3.44596,1.13849
UID_24_17_2_all-7,0.035448,-1.05961,0.127419,0.0368988,-0.0710877,0.0790678,-0.454329,0.106813,0.338454
UID_24_17_3_all-10,-0.107642,-1.11286,0.464011,0.516109,-0.209396,0.290349,-0.74051,-0.280474,0.36587
UID_24_17_4_all-3,-0.344197,-1.19636,-0.0225254,1.01185,0.81274,-0.00753142,-0.32411,0.285956,0.819403
UID_24_17_5_all-3,-0.199105,-1.60823,0.0649398,0.024803,0.115483,-0.0591425,0.10915,-0.260022,0.261243
UID_24_17_6_all-8,-0.146637,-1.21696,0.155146,-0.479176,-0.905128,0.22449,-0.640002,-0.561303,-0.158804
UID_24_17_7_all-9,-0.352367,-1.26746,-0.235014,0.96013,0.998493,-0.142298,0.501513,0.129807,0.104366
UID_24_18_1_all-3,-0.140459,-0.962712,-0.0515981,0.820215,0.611973,-0.176586,0.0192397,0.191527,0.483157
UID_24_18_2_all-13,-0.0317906,-0.978621,-0.0827967,0.766774,0.515359,-0.107974,0.0387564,0.538311,0.265698
UID_24_18_3_all-13,0.325753,-0.174784,-0.389583,-0.13106,0.510084,-0.0311187,0.173662,-0.26982,-0.0911337
UID_24_19_1_all-6,-0.271994,-0.549427,0.160447,1.01777,0.134422,0.755068,-1.05959,0.719653,1.40876
UID_24_19_2_all-2,-0.525926,-1.66932,0.0794015,1.22228,0.656063,0.0732616,-0.224629,0.671207,0.796514
UID_24_19_3_all-21,-0.227374,-1.5554,0.170704,0.616153,0.564681,-0.267211,-0.131932,-0.0488509,0.22411
UID_24_1_1_all-2,-0.108624,-1.26451,0.338833,0.17982,-0.648135,-0.735334,0.104549,-0.257818,-0.357818
UID_24_1_2_all-9,0.0550967,-0.231587,0.077388,0.605868,0.202931,0.410775,-0.369281,-0.408584,-0.00152649
UID_24_1_3_all-11,-0.106913,-0.89167,-0.115199,0.832103,0.788928,-0.272643,0.0864668,0.160204,-0.210543
UID_24_1_4_all-4,-2.85691,-0.0363714,0.187797,-0.969059,0.335695,0.633727,0.284176,-1.3014,1.62813
UID_24_1_5_all-26,-0.022065,-0.861192,0.22646,0.6759,0.134799,0.0556258,-0.231037,-0.644444,-0.10094
UID_24_1_6_all-12,0.0333683,-1.14961,0.143203,0.125363,-0.0425557,-0.141099,0.102136,0.0570188,0.263784
UID_24_1_7_all-22,0.0499725,-1.1718,0.105596,0.0876985,-0.0837755,0.0206647,-0.0644204,0.32724,0.34751
UID_24_20_1_all-15,0.0678895,-1.13458,0.19457,0.20227,0.128812,0.1021,0.301652,0.291902,0.45568
UID_24_20_2_all-2,-0.27943,-1.76827,0.108929,0.471082,0.495661,-0.224698,0.00527133,-0.274282,0.0127702
UID_24_21_1_all-14,-0.415557,-1.37662,0.320151,0.971829,0.658077,0.0828066,-0.893521,-0.110942,0.525128
UID_24_21_2_all-10,-0.312125,-1.43428,-0.037148,1.05119,0.690765,-0.211192,0.136012,0.400345,0.338145
UID_24_21_3_all-3,-0.458778,-1.62525,0.0454044,0.905432,0.893261,0.00288836,-0.0230974,0.143311,0.639455
UID_24_21_4_all-9,-2.46416,-0.0628571,-2.39364,-0.650832,-3.18089,-2.54532,-0.600941,-1.6184,0.0475629
UID_24_22_1_all-2,-0.454128,-1.52149,0.0411662,0.944488,1.00329,0.0224167,-0.030343,0.163735,0.748657
UID_24_22_2_all-4,-0.314501,-1.61027,-0.0507666,0.567217,0.65725,-0.0939749,0.0872207,-0.000784804,0.0415703
UID_24_23_1_all-2,-0.416209,-1.46508,-0.00362958,1.27602,0.843642,-0.126599,0.0820281,0.700437,0.607019
UID_24_23_2_all-4,-0.40516,-1.19399,-0.0460386,1.21626,0.8985,0.265153,-0.150119,0.498267,0.814031
UID_24_23_3_all-6,-0.410431,-0.892899,0.348528,1.5655,0.676378,0.660744,-0.956946,0.416226,0.886321
UID_24_23_4_all-33,0.122955,-1.00389,0.0224372,0.181258,0.231867,-0.114971,0.123368,0.166216,0.190718
UID_24_24_1_all-2,-0.293337,-1.67647,0.134376,0.448515,0.435337,0.0723471,0.0223535,0.0693947,0.542193
UID_24_24_2_all-4,-0.108046,-0.876296,-0.0694614,0.866483,0.534647,-0.0185916,-0.110854,0.29495,0.47122
UID_24_24_3_all-24,0.191743,-1.01699,0.191429,-0.174071,-0.148384,0.0759386,-0.0869194,-0.0287149,0.131271
UID_24_24_4_all-28,0.323043,-0.173192,-0.373702,-0.141518,0.477136,-0.0455559,0.225561,-0.266053,-0.0704839
UID_24_24_5_all-16,-2.46224,-1.71765,1.42636,0.530178,1.49256,-1.07281,0.736674,-0.786017,0.972653
UID_24_24_6_all-36,0.0735682,-1.04991,-0.0545083,-0.0177496,-0.13647,-0.032502,-0.0683106,0.223769,0.0147485
UID_24_25_1_all-6,-0.246685,-1.75885,0.127334,0.513408,0.252723,-0.163552,0.140607,0.242843,0.269052
UID_24_25_2_all-36,0.20394,-0.896419,0.0584191,-0.0413974,-0.00530067,-0.0494059,-0.0250445,0.23416,0.087875
UID_24_26_1_all-13,-0.110534,-1.38554,0.0709689,-0.0681686,0.0428588,-0.126528,-0.0691326,-0.613922,-0.121707
UID_24_26_2_all-4,-0.526605,-2.35679,0.247356,0.550482,0.217903,-0.123103,-0.122681,-0.1063,0.349278
UID_24_26_3_all-29,0.234383,-0.532364,-0.0516172,0.0194404,0.484382,0.0178888,0.324266,-0.44833,0.338766
UID_24_26_4_all-24,-0.0846964,-1.41858,0.247469,0.0596064,-0.280068,0.101032,-0.306424,-0.0010463,0.214748
UID_24_26_5_all-27,-0.265296,-0.651209,0.659502,1.4761,0.0992363,-0.825198,-0.477087,-0.744053,0.694825
UID_24_27_1_all-14,-0.289515,-1.86386,0.173494,0.541892,0.0995955,-0.262375,0.150624,0.0580908,0.0693409
UID_24_27_2_all-21,-0.330137,-1.75304,-0.0115089,0.155585,0.501999,-0.205566,0.320718,0.208315,0.4367
UID_24_28_1_all-2,-0.257958,-1.67091,-0.0256889,-0.00502953,0.0145426,0.658437,0.0721074,-0.231727,0.205024
UID_24_28_2_all-10,-0.355652,-1.5666,-0.053908,1.04679,0.848304,-0.202254,0.282686,0.384094,0.574883
UID_24_28_3_all-21,0.0423508,-1.02201,-0.101191,-0.513767,-0.269527,0.508494,-0.50523,-0.104973,0.16469
UID_24_28_4_all-13,-0.330792,-1.98445,0.494742,0.0226008,-0.160292,0.275664,-0.419245,-1.46694,-0.10556
UID_24_28_5_all-19,-0.155845,-1.02225,-0.143307,0.475565,1.17926,-0.0971249,-0.0110763,0.282889,-0.0961569
UID_24_29_1_all-7,0.148957,-1.18883,0.187075,-0.323837,-0.207567,0.174288,-0.137467,-0.390543,0.0636866
UID_24_29_2_all-2,-0.283654,-0.970096,0.0739523,0.948986,0.575029,0.534129,0.336723,-0.883192,-0.494759
UID_24_29_3_all-6,-0.0758952,-1.17745,-0.067726,0.122799,0.404589,0.107225,0.186199,-0.0302694,0.413885
UID_24_29_4_all-12,-0.126778,-1.57871,0.112776,0.104154,0.0315952,-0.384739,0.263517,-0.227409,-0.202304
UID_24_29_5_all-15,0.0280478,-1.48134,0.185466,-0.33311,-0.346628,-0.0800408,-0.0270511,0.0190318,0.0476361
UID_24_2_1_all-8,-0.156456,-0.933022,-0.333054,0.110833,0.264249,0.188941,0.157067,0.492372,0.493904
UID_24_2_2_all-8,-0.17655,0.0206649,0.422037,1.67692,-0.196722,-0.0970619,-1.50244,0.772985,1.08687
UID_24_2_3_all-13,0.1219,-0.790698,-0.121598,0.382369,0.529749,-0.0181266,0.239177,0.238589,0.0892925
UID_24_2_4_all-7,-0.00803039,-1.30292,0.211777,0.12887,-0.0316757,0.243948,-0.127731,-0.250467,0.199461
UID_24_30_1_all-8,-0.204618,-1.15733,0.204905,0.922934,0.724871,0.904481,-0.36004,-0.822772,-0.108225
UID_24_30_2_all-2,-0.251564,-2.1135,0.297254,0.0475216,-0.169297,-0.0584006,-0.0395858,-0.372405,0.172602
UID_24_30_3_all-20,0.316567,0.594068,-0.968173,0.288732,0.928174,-0.544485,0.286827,0.33328,0.254384
UID_24_30_4_all-3,-0.413997,-1.5344,0.0445014,0.998287,0.651078,-0.507055,0.146822,0.0636285,0.142383
UID_24_30_5_all-15,0.0607874,-1.24074,0.0613875,-0.126906,-0.0261843,0.13198,0.110463,-0.0692258,0.179385
UID_24_31_1_all-24,0.39386,-0.196666,-0.213738,-0.729398,-0.501089,0.0369364,0.114745,0.415788,0.172987
UID_24_31_2_all-18,0.0545103,-0.707174,0.103362,0.420103,0.414207,0.0177347,-0.263259,0.0204919,0.473883
UID_24_31_3_all-30,0.422205,-0.392142,-0.00462261,-0.436139,-0.164637,-0.00984459,0.077518,-0.16368,-0.153627
UID_24_31_4_all-23,0.156892,-0.429733,0.0490253,0.564017,0.278385,0.124279,-0.294191,0.153782,0.530391
UID_24_31_5_all-31,0.561795,0.581102,-0.416563,0.502058,1.38031,-0.329221,0.166439,0.511366,-0.129144
UID_24_31_6_all-24,-0.0898577,-0.859613,0.302034,0.773248,0.234705,-0.380662,-0.542982,0.127504,0.600466
UID_24_31_7_all-18,0.2186,-0.622612,0.316378,0.172809,-0.257528,-0.198614,-0.30334,0.139173,0.555457
UID_24_32_1_all-3,-0.107788,-0.734243,0.432063,0.886304,0.251433,-0.38744,-0.313347,-0.403049,0.325906
UID_24_32_2_all-15,0.231387,-0.688548,0.327347,0.026751,-0.421517,-0.277288,-0.26311,0.0188576,0.362021
UID_24_32_3_all-13,0.221816,-0.197061,-0.214832,0.386556,0.483992,0.117595,-0.159271,0.603093,0.670728
UID_24_32_4_all-25,0.3254,-0.287277,-0.315191,0.253566,0.862942,0.071711,0.303164,0.101632,-0.0568376
UID_24_33_1_all-23,0.256439,-0.0462395,-0.220948,0.418039,0.438026,0.0472612,-0.13351,0.620357,0.7156
UID_24_33_2_all-9,0.330997,-0.125964,-0.261761,0.271563,0.874169,0.083284,0.182104,0.0251142,-0.0173759
UID_24_33_3_all-15,0.244423,-0.261034,-0.232267,0.223327,0.631847,-0.0306892,-0.511222,0.612484,-0.0742625
UID_24_33_4_all-18,0.167927,0.152591,0.810906,1.6578,0.0176736,-0.629335,-0.281588,-0.504072,0.698796
UID_24_33_5_all-17,0.0296198,-1.36076,0.0742271,-0.198117,-0.0524078,0.144107,0.0950173,-0.110897,0.199889
UID_24_34_1_all-2,-0.166439,-1.5532,0.0970476,0.505434,0.416748,-0.305385,0.265619,0.00113737,0.22862
UID_24_34_2_all-16,0.0824058,-0.370077,-0.154144,1.0978,0.898841,0.228296,-0.125989,1.01167,0.747943
UID_24_34_3_all-3,-0.140741,-1.26479,-0.03474,0.50677,0.445374,-0.120947,0.078574,0.0825982,0.052746
UID_24_34_4_all-4,0.0449343,-0.944986,-0.00433989,0.263202,0.2405,-0.0370925,0.093351,-0.359055,-0.0595996
UID_24_34_5_all-4,-0.0356975,-1.22374,0.236477,0.344991,-0.0236366,0.021595,-0.392421,0.0959401,0.33392
UID_24_34_6_all-39,0.803013,0.675222,-0.204339,-0.036882,0.660459,0.378813,-0.333406,0.465518,0.393752
UID_24_34_7_all-8,0.097911,-1.31306,0.209372,-0.11656,-0.36366,-0.256418,0.179717,-0.0719198,0.131711
UID_24_34_8_all-2,-2.63251,0.275922,0.664017,-0.84466,1.43138,0.172688,0.599905,-1.13918,-0.339582
UID_24_34_9_all-6,0.00378689,-0.686742,-0.0596451,0.695342,0.471494,-0.00448293,-0.277476,0.610894,0.288018
UID_24_35_1_all-20,0.206938,-0.340549,-0.184794,0.575564,1.09305,0.00932581,0.575007,0.270642,0.696355
UID_24_35_2_all-2,-0.317334,-1.56309,0.319479,0.33499,-0.352973,-0.42756,0.10489,-1.15389,-0.401851
UID_24_35_3_all-16,0.20679,-0.851872,0.117433,-0.0602337,0.210401,0.0789113,0.0414899,0.235373,0.478662
UID_24_3_1_all-14,0.39894,-0.355891,0.0212275,-0.172573,0.157916,-0.0676251,0.0403245,-0.0617451,-0.071831
UID_24_3_2_all-12,-0.066736,-1.52648,0.100085,-0.0811775,-0.0321444,0.0169043,0.0651448,-0.15295,0.311521
UID_24_3_3_all-7,0.0406838,-0.619256,-0.220644,0.514566,0.726796,-0.0278423,0.19811,0.0928968,-0.201423
UID_24_3_4_all-6,-0.193611,-1.6865,0.00962604,-0.122914,-0.136421,0.255885,0.272479,0.0686451,0.445758
UID_24_4_1_all-4,-0.204828,-1.69778,0.151472,-0.121829,-0.166549,0.303313,-0.43224,-0.502294,-0.0431993
UID_24_4_2_all-17,-0.041189,-1.26098,0.0841149,-0.0107288,0.0488137,-0.118051,0.0342264,-0.489788,-0.261655
UID_24_4_3_all-10,-0.145987,-1.50307,0.0821068,-0.0839137,0.168971,-0.238591,0.179319,0.487744,0.221175
UID_24_5_1_all-10,0.194913,-0.731506,-0.149429,-0.202202,-0.214139,0.183756,0.0631728,0.543449,0.259512
UID_24_5_2_all-2,0.0950425,0.101738,-0.0590778,0.570134,0.442324,-0.568277,-0.511553,-0.344499,-0.241891
UID_24_5_3_all-5,-0.104521,-1.22325,-0.0955112,-0.174765,-0.193938,0.304084,-0.111892,-0.00113432,0.105225
UID_24_5_4_all-8,0.360115,-0.101537,0.385425,0.740283,0.126848,-0.564989,0.251399,-0.640123,0.255858
UID_24_5_5_all-3,-0.0575179,-1.35792,0.013672,0.159818,-0.0243396,-0.0937044,0.23694,0.0708001,-0.072238
UID_24_5_6_all-24,0.112182,-0.589553,-0.287481,0.348323,0.885734,-0.236284,0.12341,-0.23616,-0.27802
UID_24_6_1_all-15,0.408551,-0.137869,-0.123717,-0.0203801,0.074146,0.0482221,-0.322536,0.175947,-0.0207427
UID_24_6_2_all-2,-2.67822,0.1355,0.966458,-1.25476,1.85809,-1.33245,-0.417639,0.452987,0.129776
UID_24_6_3_all-6,0.0497015,-1.0783,-0.128297,0.151022,0.268212,0.207548,0.204164,-0.284268,-0.107169
UID_24_6_4_all-10,-3.01544,2.37664,-0.0377727,-1.97964,1.07314,1.24622,-0.746334,-1.91825,0.38207
UID_24_7_1_all-3,-0.145133,-1.11833,0.19262,0.366099,0.0616395,0.0233289,-0.461944,-0.425618,-0.000933011
UID_24_8_10_all-18,-0.0945424,-1.56414,0.18735,0.211628,0.019289,-0.188471,-0.0827741,-0.0960172,0.140475
UID_24_8_11_all-6,-2.42691,-1.49815,-0.156038,0.365202,1.8272,-0.192293,0.874181,-1.20714,1.09571
UID_24_8_12_all-26,-0.0628733,-0.139203,0.881614,1.71639,0.56557,0.313525,-0.223834,-1.58329,0.579448
UID_24_8_13_all-24,-0.0673892,-1.27999,0.0286426,0.445838,0.44528,-0.207985,0.179147,0.0139688,0.235407
UID_24_8_1_all-13,-0.0522493,-1.11905,0.155628,-0.236226,-0.149517,0.0677506,-0.696718,-1.34829,-0.468351
UID_24_8_2_all-3,-0.30584,-1.53472,-0.0166586,0.731283,0.895432,-0.276617,0.490673,-0.334947,0.549162
UID_24_8_3_all-3,-0.229007,-1.87085,0.214967,0.157036,0.0681296,-0.180029,-0.0726699,-0.468237,0.0042135
UID_24_8_4_all-17,0.040071,-0.622661,-0.404877,0.692031,0.796523,-0.168619,0.0334086,0.418031,0.493439
UID_24_8_5_all-23,-0.184904,-1.20072,0.360869,0.601135,0.214702,-0.00482021,-0.394868,-0.0963688,0.716783
UID_24_8_6_all-20,0.047689,-1.08209,0.101177,-0.0948873,-0.451809,0.210073,0.130664,0.26203,0.0829432
UID_24_8_7_all-13,-0.24764,-1.5636,0.118315,0.540534,0.344972,-0.164967,0.240947,-0.635941,-0.2052
UID_24_8_8_all-19,-0.0611716,-1.11046,0.0304714,0.746167,0.897426,-0.196102,0.325121,0.186176,0.28763
UID_24_8_9_all-21,-0.142149,-1.13889,-0.0728588,0.0797075,0.220139,0.333429,-0.317631,-0.185165,0.324284
UID_24_9_1_all-13,-0.149809,-1.12555,0.0295183,0.974413,0.816849,0.225333,0.31778,0.56182,0.819228
UID_24_9_2_all-2,-0.310953,-1.66826,0.0829033,0.676457,0.808738,-0.207333,0.368826,-0.224225,0.175904
UID_24_9_3_all-3,-0.357594,-1.0872,0.381211,1.16293,0.579724,-0.0678917,-0.611487,-0.955454,0.233421
UID_24_9_4_all-6,-0.142674,-1.57428,0.0368261,0.0196054,-0.0284486,-0.0883979,0.132186,0.136304,0.215976
UID_24_9_5_all-20,0.0595271,-0.071763,-0.0630381,1.11826,1.26701,0.117043,0.0593063,-0.92629,0.10829
UID_24_9_6_all-25,-0.318343,0.162398,0.214792,2.04257,1.38097,1.26648,-0.791846,-1.48099,0.013593
UID_25_10_1_all-7,0.0968068,-1.22803,0.321268,-0.161956,-0.116375,0.382811,-0.262442,-0.699512,-0.049172
UID_25_10_2_all-36,0.533205,0.882402,-0.879923,-0.243992,1.28687,-0.214838,0.731035,0.367914,-0.0422507
UID_25_10_3_all-4,0.0210891,-1.02431,-0.0748489,0.347643,0.316789,0.023997,0.171333,0.230408,0.152257
UID_25_10_4_all-2,-0.095406,-1.45283,0.146727,0.200206,0.0716976,-0.0295181,-0.135927,-0.161503,-0.0629555
UID_25_10_5_all-13,-0.074947,-0.403119,-0.193674,0.820935,0.198856,0.43509,-0.503696,1.66071,0.930232
UID_25_10_6_all-21,0.0488266,-1.09136,-0.0345649,-0.214351,-0.21372,-0.12234,0.125301,-0.202192,-0.265556
UID_25_10_7_all-15,-0.0671179,-1.0302,0.258474,0.374947,-0.237788,-0.0549044,-0.376591,0.13681,0.358023
UID_25_10_8_all-6,0.0972658,-1.02414,-0.0485909,-0.2287,0.0377257,0.40345,0.086167,-0.0322873,0.289177
UID_25_11_1_all-6,0.0868643,-1.02985,0.14565,0.0170373,-0.153734,-0.285469,0.176338,-0.595449,-0.235476
UID_25_11_2_all-24,0.667641,0.266941,-0.264053,-0.484436,0.216204,0.714036,0.248662,-0.609166,-0.327689
UID_25_11_3_all-21,0.224215,-0.655178,0.0745719,-0.00271369,0.0127597,0.0185562,0.033649,-0.438798,-0.298953
UID_25_11_4_all-35,0.523947,0.900066,-0.890655,-0.219983,1.28567,-0.303879,0.770154,0.281497,-0.083721
UID_25_11_5_all-2,-0.0850433,-1.43793,0.145079,0.181754,0.0311777,-0.0478711,-0.122411,-0.181366,-0.118882
UID_25_12_1_all-2,0.0366027,-1.15858,0.106474,-0.0641464,0.0312813,0.00577567,0.267351,-0.293899,0.200211
UID_25_12_2_all-23,0.317374,-0.515329,-0.117266,0.0343373,0.347433,-0.337832,0.211911,0.0418044,-0.417408
UID_25_12_3_all-2,0.00678279,-1.40074,0.253998,-0.235984,-0.350733,0.0852211,-0.00443234,0.0147424,0.415347
UID_25_12_4_all-10,0.141465,-1.08425,0.281121,-0.124551,-0.338084,-0.0400672,-0.0242821,-0.117898,0.364589
UID_25_12_5_all-24,0.267344,-0.681697,-0.00202598,-0.361679,-0.210069,0.335056,-0.175989,0.0912909,0.160295
UID_25_12_6_all-20,0.216982,-0.975902,0.11589,-0.311062,-0.120257,0.234851,-0.0117032,-0.195933,0.156748
UID_25_12_7_all-15,0.223081,-0.814785,-0.0377728,-0.45417,-0.0405622,0.218021,0.156153,0.271177,0.412539
UID_25_13_1_all-17,0.295594,-0.458745,-0.0759462,-0.214037,-0.427585,-0.183918,-0.0300338,0.642114,-0.199624
UID_25_13_2_all-23,0.463756,0.86515,-0.77206,0.556357,0.936789,-0.651095,-0.298686,-0.662645,-1.35849
UID_25_13_3_all-20,0.250733,-0.807005,0.157716,-0.282343,-0.441072,-0.0137343,-0.0900951,-0.0840704,-0.0477905
